01:18:52.85,00:00:03.17
01:18:56.02,00:00:03.76
01:18:59.78,00:00:04.46
01:19:04.24,00:00:04.05
01:19:08.29,00:00:02
01:19:10.29,00:00:08.8
01:19:19.09,00:00:07.59
01:19:26.68,00:00:02.67
01:19:29.35,00:00:04.13
01:19:33.48,00:00:18.93
01:19:52.41,00:00:02.55
01:19:54.96,00:00:02.37
01:19:57.33,00:00:05.38
01:20:02.71,00:00:06.05
01:20:08.76,00:00:05.09
01:20:13.85,00:00:02.42
01:20:16.27,00:00:01.38
01:20:17.65,00:00:01.16
01:20:18.81,00:00:00.38
01:20:19.19,00:00:01.88
01:20:21.07,00:00:01.25
01:20:22.32,00:00:00.83
01:20:23.15,00:00:00.71
01:20:23.86,00:00:00.58
01:20:24.44,00:00:00.96
01:20:25.4,00:00:00.8
01:20:26.2,00:00:01.04
01:20:27.24,00:00:01.17
01:20:28.41,00:00:01.67
01:20:30.08,00:00:01.2
01:20:31.28,00:00:01.97
01:20:33.25,00:00:00.54
01:20:33.79,00:00:01
01:20:34.79,00:00:00.42
01:20:35.21,00:00:00.54
01:20:35.75,00:00:00.54
01:20:36.29,00:00:00.63
01:20:36.92,00:00:00.41
01:20:37.33,00:00:00.04
01:20:37.37,00:00:00.05
01:20:37.42,00:00:00.12
01:20:37.54,00:00:00.63
01:20:38.17,00:00:01.58
01:20:39.75,00:00:00.71
01:20:40.46,00:00:00.33
01:20:40.79,00:00:00.05
01:20:40.84,00:00:00.87
01:20:41.71,00:00:02.34
01:20:44.05,00:00:01.33
01:20:45.38,00:00:01.88
01:20:47.26,00:00:06.92
01:20:54.18,00:00:03.21
01:20:57.39,00:00:36.71
01:21:34.1,00:00:02.88
01:21:36.98,00:00:03.12
01:21:40.1,00:00:03.01
01:21:43.11,00:00:00.04
01:21:43.15,00:00:08.8
01:21:51.95,00:00:02.33
01:21:54.28,00:00:03.92
01:21:58.2,00:00:00.84
01:21:59.04,00:00:00.58
01:21:59.62,00:00:01.21
01:22:00.83,00:00:01.05
01:22:01.88,00:00:02.33
01:22:04.21,00:00:01.63
01:22:05.84,00:00:00.04
01:22:05.88,00:00:01.46
01:22:07.34,00:00:00.87
01:22:08.21,00:00:00.63
01:22:08.84,00:00:01
01:22:09.84,00:00:00.79
01:22:10.63,00:00:00.63
01:22:11.26,00:00:00.88
01:22:12.14,00:00:02.29
01:22:14.43,00:00:01.04
01:22:15.47,00:00:01.96
01:22:17.43,00:00:00.88
01:22:18.31,00:00:01.12
01:22:19.43,00:00:01.09
01:22:20.52,00:00:01.63
01:22:22.15,00:00:01.87
01:22:24.02,00:00:01.13
01:22:25.15,00:00:00.87
01:22:26.02,00:00:01.46
01:22:27.48,00:00:02.67
01:22:30.15,00:00:01.59
01:22:31.74,00:00:01.08
01:22:32.82,00:00:00.63
01:22:33.45,00:00:02.13
01:22:35.58,00:00:01.37
01:22:36.95,00:00:01.25
01:22:38.2,00:00:00.92
01:22:39.12,00:00:01.21
01:22:40.33,00:00:01.17
01:22:41.5,00:00:01.62
01:22:43.12,00:00:01.01
01:22:44.13,00:00:00.62
01:22:44.75,00:00:02.75
01:22:47.5,00:00:04.43
01:22:51.93,00:00:01.37
01:22:53.3,00:00:04.3
01:22:57.6,00:00:00.04
01:22:57.64,00:00:01.67
01:22:59.31,00:00:01.37
01:23:00.68,00:00:02.92
01:23:03.6,00:00:01.17
01:23:04.77,00:00:04.09
01:23:08.86,00:00:01.96
01:23:10.82,00:00:01.88
01:23:12.7,00:00:01.87
01:23:14.57,00:00:02.59
01:23:17.16,00:00:00.04
01:23:17.2,00:00:04.42
01:23:21.62,00:00:11.43
01:23:33.05,00:00:00.04
01:23:33.09,00:00:00.54
01:23:33.63,00:00:02.17
01:23:35.8,00:00:01.09
01:23:36.89,00:00:02.29
01:23:39.18,00:00:01.17
01:23:40.35,00:00:00.04
01:23:40.39,00:00:08.88
01:23:49.27,00:00:02.01
01:23:51.28,00:00:02.62
01:23:53.9,00:00:02.17
01:23:56.07,00:00:01.59
01:23:57.66,00:00:00.33
01:23:57.99,00:00:01.63
01:23:59.62,00:00:04.92
01:24:04.54,00:00:02.59
01:24:07.13,00:00:02.71
01:24:09.84,00:00:03.63
01:24:13.47,00:00:03.29
01:24:16.76,00:00:14.26
01:24:31.02,00:00:03.34
01:24:34.36,00:00:10.59
01:24:44.95,00:00:04.93
01:24:49.88,00:00:06.54
01:24:56.42,00:00:05.34
01:25:01.76,00:00:09.01
01:25:10.77,00:00:05.8
01:25:16.57,00:00:11.76
01:25:28.33,00:00:03.46
01:25:31.79,00:00:25.4
01:25:57.19,00:00:04.38
01:26:01.57,00:00:05.59
01:26:07.16,00:00:17.56
01:26:24.72,00:00:01.17
01:26:25.89,00:00:05.8
01:26:31.69,00:00:03.21
01:26:34.9,00:00:15.68
01:26:50.58,00:00:26.69
01:27:17.27,00:00:06.22
01:27:23.49,00:00:06.13
01:27:29.62,00:00:04.17
01:27:33.79,00:00:07.09
01:27:40.88,00:00:07.3
01:27:48.18,00:00:01.58
01:27:49.76,00:02:54.85
